Internal ID,Q1: GOING OUT?,Q2: GENDER,Q3: AGE,Q4: COUNTRY,"Q5: STATE, PROVINCE, COUNTY, ETC",Q7: JOY OTHER,Q10: DRESS,Q11: DAY,"Click Coordinates (x, y)",Media
90275143,No,Male,43,Unknown,Unknown,Unknown,White and gold,Friday,"(63, 33)",Science
90275145,No,Male,39,United States,Virginia,Unknown,White and gold,Sunday,Unknown,Unknown
90275150,No,Male,36,United States,Washington,"Zagnut, Peanut Butter M&Ms, Mint M&Ms, Basically any flavor of M&M that isn't milk chocolate, some weird Australian candy you've never hard of.",White and gold,Friday,"(81, 9)",Science
90275161,No,Female,52,United States,Virginia,Almond Joy,White and gold,Sunday,"(81, 26)",Science
90275162,No,Female,22,United States,California,Unknown,Blue and black,Friday,"(82, 32)",Science
90275172,No,Female,48,United States,Ohio,"reeses cups, baby ruth, ",White and gold,Friday,"(21, 4)",Daily Dish
90275176,No,Male,31,United Kingdom,Manchester,Unknown,White and gold,Friday,"(76, 21)",Science
90275177,No,Female,62,United States,California,"Medjool dates, vegan enchiladas",Unknown,Friday,Unknown,Unknown
90275178,No,I'd rather not say,12,Canada,cascadia,Unknown,White and gold,Friday,Unknown,Unknown
90275191,No,Female,66,United States,in,Unknown,Blue and black,Friday,"(55, 5)",Science
90275199,Yes,Male,63,United States,rhode island,"hershey's dark chocolate with roasted almonds, roasted almonds in dark chocolate",White and gold,Sunday,"(59, 6)",Science
90275201,Yes,I'd rather not say,60,United States,New York,Dark chocolate cherry cordials,White and gold,Friday,"(73, 26)",Science
90275204,No,Male,36,Canada,British Columbia,Whole cans of quality soda,White and gold,Sunday,"(81, 21)",Science
90275208,No,Female,55,United States,Ohio,cannabis,White and gold,Friday,"(79, 25)",Science
90275211,No,Male,32,United States,Illinois,Unknown,Blue and black,Sunday,"(64, 45)",Science
90275215,No,Male,51,United States,Pa,"Zero bar, abba zabba, tootsie roll, whoppers",White and gold,Friday,"(79, 27)",Science
90275223,No,Female,30,United States,New Jersey,Starburst,Blue and black,Friday,Unknown,Unknown
90275224,No,Male,44,United States,New Mexico,Unknown,White and gold,Sunday,"(89, 26)",Science
90275225,No,Female,38,United States,FL ,"Big tootsie rolls, andies mints, Milky Way, any dark chocolate, Godiva ",White and gold,Sunday,"(80, 21)",Science
90275234,No,Male,45,United States,California,"Any dark chocolate that isn't Hershey's weird, overly sweet, odd after-taste crap",White and gold,Friday,"(40, 54)",ESPN
90275247,No,Male,66,United States,New York,"Almond Joy, mixed nuts",Unknown,Sunday,"(88, 43)",Science
90275253,No,Female,31,United States,Georgia,Unknown,White and gold,Friday,Unknown,Unknown
90275255,No,Female,27,United States,CT,Almond joy,Blue and black,Sunday,"(70, 27)",Science
90275256,No,Male,60,United States,California,Unknown,White and gold,Friday,"(75, 13)",Science
90275272,No,Male,69,Canada,Ontario,Unknown,Blue and black,Sunday,"(62, 7)",Science
90275281,No,Male,55,United States,Florida,sky bar,White and gold,Sunday,"(73, 38)",Science
90275285,No,Male,47,Canada,Ontario,Crispy Crunch!,White and gold,Sunday,"(76, 33)",Science
90275288,Yes,Other,43,Unknown,oblivion if things keep going this way,"cannabis brownies, sour beer, condoms, and dancing with skeletons",White and gold,Friday,"(62, 6)",Science
90275289,Yes,Female,35,United States,Montana,Unknown,Blue and black,Friday,"(91, 13)",Science
90275291,No,Female,50,United States,Washington,Unknown,Blue and black,Friday,"(19, 22)",Daily Dish
90275295,No,Male,42,United States,California,Charleston Chew,White and gold,Friday,"(17, 83)",ESPN
90275302,No,Female,57,United States,Pennsylvania,Mint M&Ms Dark Reese's Mounds Zero Bars Godiva Gumdrops,Blue and black,Friday,"(81, 23)",Science
90275319,No,Male,47,United States,Florida,generic loperamide tablets,Blue and black,Sunday,"(60, 3)",Science
90275325,Yes,Female,71,United States,Ohio,Unknown,White and gold,Sunday,"(56, 6)",Science
90275326,Yes,Male,44,United States,connecticut,Unknown,Blue and black,Friday,"(79, 6)",Science
90275330,No,Male,43,United States,Georgia,Unknown,White and gold,Sunday,"(67, 20)",Science
90275333,No,Female,57,United States,California,Unknown,Blue and black,Sunday,"(68, 29)",Science
90275335,No,Male,35,United States,Ohio,"Salmiak, temporary tatoos, and oxycodone.",Blue and black,Sunday,"(81, 31)",Science
90275339,No,Male,30,United States,Virginia,coconut chocolates,Blue and black,Sunday,"(57, 58)",Yahoo
90275348,No,Male,47,Canada,British Columbia,Unknown,White and gold,Friday,"(75, 37)",Science
90275351,No,Female,41,United States,Oregon,Unknown,White and gold,Friday,"(83, 14)",Science
90275354,No,Male,49,United States,Maine,Unknown,White and gold,Friday,"(82, 24)",Science
90275367,No,Female,44,Greece,Unknown,puppies,Blue and black,Sunday,"(66, 26)",Science
90275376,Yes,Male,48,United States,Oregon,"Orgasms, mathematics",Blue and black,Friday,"(87, 24)",Science
90275391,No,Male,32,Canada,Ontario,Unknown,White and gold,Friday,"(77, 29)",Science
90275403,Yes,Male,39,United States,Virginia,"Baby Ruth, 5th avenue",White and gold,Friday,"(21, 75)",ESPN
90275405,No,Female,37,Canada,British Columbia,Unknown,White and gold,Friday,"(78, 33)",Science
90275407,No,I'd rather not say,40,United States,"Nunya, Bizness, USA",Abazaba (sp?) Bars,White and gold,Friday,"(73, 22)",Science
90275412,No,Male,40,United States,Louisiana,Unknown,White and gold,Friday,"(34, 76)",ESPN
90275418,No,Male,37,United States,California,Unknown,Unknown,Friday,Unknown,Unknown
90275420,No,Female,27,United States,Georgia,Unknown,White and gold,Sunday,"(68, 5)",Science
90275424,No,Female,37,United States,Ohio,Beer,Blue and black,Friday,"(19, 24)",Daily Dish
90275436,No,Female,48,Canada,Ontario,Ritter bars!! Homemade cookies!,Blue and black,Friday,"(83, 19)",Science
90275438,Yes,Male,42,United States,Pennsylvania,Cans of pop,White and gold,Friday,"(82, 15)",Science
90275444,No,Male,55,United States,California,Unknown,White and gold,Friday,"(73, 5)",Science
90275451,No,Female,42,United States,California,"Beers, anything black licorice, naked photos of Alexander Skarsgård, Charleston Chews, something Godiva",Blue and black,Sunday,"(80, 14)",Science
90275459,No,Other,33,United States,Washington,Unknown,White and gold,Friday,"(75, 31)",Science
90275475,Yes,Female,33,Canada,Ontario,Unknown,White and gold,Sunday,"(81, 31)",Science
90275491,No,Male,50,United States,Georgia,Unknown,White and gold,Friday,"(83, 31)",Science
90275503,No,Female,52,United States,California,Satellite wafers! zotz pop rocks,White and gold,Friday,"(61, 4)",Science
90275504,No,Female,55,United States,California,"Any dark chocolate; lemon tarts, red wine",White and gold,Friday,"(86, 4)",Science
90275514,Yes,Female,35,United States,New York,PB Max Milky Way Midnight Animals from different species getting along,White and gold,Sunday,"(22, 26)",Daily Dish
90275515,No,Female,38,Canada,Alberta,"Truffles - chocolate, not mushroom (although, come to think...) - the fancy kind. Also anything with caffeine.",White and gold,Sunday,"(78, 14)",Science
90275529,No,Male,50,United States,Washington,"Curly Wurly/Marathon bar, Baby Ruth",Blue and black,Sunday,"(79, 34)",Science
90275542,No,Female,50,United States,Ohio,Unknown,White and gold,Friday,"(76, 23)",Science
90275548,No,Male,56,United States,Oklahoma ,Unknown,White and gold,Friday,"(71, 25)",Science
90275553,No,Female,33,United States,Minnesota,Unknown,White and gold,Friday,Unknown,Unknown
90275555,No,Male,42,United States,Texas,Tequila shots,White and gold,Sunday,"(61, 11)",Science
90275557,No,Female,25,Canada,Ontario,The foil wrapped chocolate balls that look like a pumpkin,White and gold,Friday,"(55, 31)",Science
90275565,No,Male,58,United States,Indiana,Lindor coconut chocolate balls ,White and gold,Sunday,"(61, 31)",Science
90275572,No,Male,33,United States,Wisconsin,Unknown,White and gold,Sunday,"(78, 29)",Science
90275580,No,Female,47,Canada,Ontario,Unknown,White and gold,Friday,"(56, 5)",Science
90275588,No,Male,31,United States,Colorado,"Skor (performed better than Heath in a self-administered double-blind study) Payday (fuck you, it's good)",Blue and black,Friday,"(82, 21)",Science
90275602,No,Male,43,United States,California,Unknown,White and gold,Friday,"(73, 28)",Science
90275604,No,Male,50,United States,Florida,Unknown,Blue and black,Sunday,"(78, 37)",Science
90275616,No,Male,52,United States,California,"Cherry Mountain, bag of chips/crisps, tube of cookie dough",White and gold,Sunday,"(86, 80)",Yahoo
90275633,No,Male,43,United States,Iowa,Unknown,White and gold,Friday,"(77, 26)",Science
90275642,No,Male,39,United States,California,Unknown,Blue and black,Friday,"(75, 25)",Science
90275651,No,Female,45,United States,Carolina,"Skor bar, better than Heath. Almond Joy!!! Sixlets! ",White and gold,Sunday,"(76, 22)",Science
90275655,No,Female,51,United States,"phoenix, maricopa county, arizona","weed, red vines , fruit roll-ups, seaweed snacks, atomic warheads, oreos, starbucks giftcards, jello shots, legos, kinder eggs, anything haribo!",White and gold,Sunday,"(76, 29)",Science
90275656,No,Female,52,United States,Hawaii,Kale Chips,White and gold,Friday,"(69, 5)",Science
90275672,Yes,Male,43,United States,Merlin,Marshmallow rice crispies. Crunch. Aspic. Big League Chew. Cinnamon hots. Cinnabon. ,White and gold,Sunday,"(71, 32)",Science
90275696,No,Male,50,Canada,NS,"Tootsie Rolls, Candy Apples, Kerr's Molasses Kisses, Jelly Beans, Oh-Henry!,",White and gold,Friday,"(73, 38)",Science
90275706,No,Male,59,United States,Washington,"Payday, Sugar Babies, Sugar Daddy, Atomic Fire Balls, original Jolly Ranchers",White and gold,Friday,"(77, 28)",Science
90275713,Yes,Female,12,United States,California,Unknown,White and gold,Friday,"(65, 21)",Science
90275726,No,Male,51,United States,Minnesota,Unknown,White and gold,Sunday,"(70, 24)",Science
90275727,Yes,Male,37,Canada,Ontario,Candy/fudge pumpkins Oh Henry  Mint or orange KitKat ,White and gold,Friday,"(70, 69)",Yahoo
90275753,No,I'd rather not say,35,Canada,QC,Oh Henry!,Blue and black,Friday,"(80, 44)",Science
90275757,Yes,I'd rather not say,33,United States,Pennsylvania,"Bourbon, Mini packs of Oreos, Payday bars, Gift certificates, Riesen, Lion bars, Maltesers",White and gold,Friday,"(75, 26)",Science
90275759,No,Female,30,United States,Missouri,"Salt water taffy, Crunchie, kisses (the actual kind)",White and gold,Friday,"(72, 25)",Science
90275760,Yes,Male,61,United States,California,Unknown,White and gold,Friday,"(68, 32)",Science
90275763,No,I'd rather not say,34,United States,Pittsburgh pa,Fresh lime aid,Blue and black,Friday,Unknown,Unknown
90275765,No,Female,30,United States,Maine,Unknown,Blue and black,Friday,"(75, 32)",Science
90275774,No,Male,31,United States,Michigan,"Peanut Butter M&Ms, Peanut Butter Snickers, Zagnut, Ferrero Rocher, ",Blue and black,Friday,"(69, 19)",Science
90275789,No,I'd rather not say,88,United States,Maryland,Unknown,White and gold,Friday,"(75, 26)",Science
90275794,No,Male,54,United States,Oregon,Jolly Rancher Jellybeans which are the motherfucking BOMB.,Blue and black,Sunday,"(63, 32)",Science
90275796,No,Male,46,United States,Indiana,Unknown,Blue and black,Friday,"(76, 24)",Science
90275799,No,Male,39,United States,California,Jamison's Irish Whiskey,Blue and black,Friday,"(71, 37)",Science
90275805,No,Female,45,United States,California,To crush your enemies To see them driven before you And to hear the lamentations of their women,White and gold,Friday,"(72, 20)",Science
90275823,No,Male,39,United States,Ohio,Unknown,Blue and black,Friday,"(59, 16)",Science
90275832,No,Male,50,United States,Georgia,Milky Way midnight,Blue and black,Friday,"(79, 26)",Science
90275845,No,Female,22,United States,Washington,"Razorblade candy, and the candy injected with drugs, almond joy",Blue and black,Friday,"(30, 33)",Daily Dish
90275854,No,Male,37,United States,Massachusetts,Unknown,White and gold,Friday,"(27, 5)",Daily Dish
90275865,Yes,Female,57,United States,Virginia,Unknown,White and gold,Friday,"(28, 59)",ESPN
90275868,No,Female,59,United States,Massachusetts,Sugar daddy  ,Unknown,Friday,Unknown,Unknown
90275869,No,Male,37,United States,Iowa,Unknown,Blue and black,Friday,"(60, 5)",Science
90275873,No,Female,58,United States,DC,"Sugar Daddies, Sugar Babies, white chocolate anything. ",White and gold,Sunday,"(68, 16)",Science
90275880,No,Male,51,United States,Illinois,Ritter Jamaica Rum candy,Blue and black,Friday,"(75, 26)",Science
90275885,No,I'd rather not say,56,United States,Indiana,Toffifay!!! Any cadburys chocolate,White and gold,Friday,"(77, 37)",Science
90275893,No,Male,55,United States,New Jersey,"Cadburys Chocolate, Galaxy, Bounty, Almond Joy, After Eight Mints, Topic, Caramac, Yorkie, Fruit Pastilles, Wine Gums",White and gold,Sunday,"(68, 17)",Science
90275896,No,Male,25,United States,Missouri,Unknown,White and gold,Friday,"(83, 20)",Science
90275898,No,Male,21,United Kingdom,Derbyshire,Unknown,Blue and black,Friday,"(82, 11)",Science
90275901,No,Male,28,United States,Missouri,Unknown,White and gold,Friday,"(76, 24)",Science
90275903,No,Male,44,United States,California,A cold diet coke. Houses with short walking distances between them. ,White and gold,Friday,"(87, 12)",Science
90275904,No,Female,41,United States,Illinois,Wine,White and gold,Friday,"(80, 24)",Science
90275910,No,Female,52,United States,Virginia,"Single Malt Scotch, Stout, Porter, Trader Joe's dark chocolate peanut butter cups",White and gold,Sunday,"(65, 5)",Science
90275911,No,Male,62,United States,"Whatcom County, WA",My all-time favorite is the dark chocolate MOUNDS Bar.,White and gold,Sunday,"(75, 26)",Science
90275912,No,Male,53,United States,IN,"Black jelly beans, Pot, Sex",White and gold,Friday,"(80, 23)",Science
90275915,No,I'd rather not say,43,United States,Unknown,Unknown,White and gold,Friday,"(28, 56)",ESPN
90275929,No,Female,40,United States,California,Abba Zabba,White and gold,Friday,Unknown,Unknown
90275933,Yes,Male,41,United States,Illinois,Unknown,White and gold,Friday,"(76, 27)",Science
90275935,No,Male,35,Canada,Alberta,"Wunderbar, bags of Cheezies (any size)",White and gold,Sunday,"(71, 14)",Science
90275943,No,Male,71,United States,Mt,Unknown,Blue and black,Sunday,"(79, 33)",Science
90275950,No,Male,60,United States,NH,Unknown,Blue and black,Friday,"(72, 75)",Yahoo
90275962,No,I'd rather not say,43,United States,Washington,Unknown,White and gold,Friday,"(73, 33)",Science
90275978,No,Male,52,United States,AZ,Mexican sugar skull,White and gold,Friday,"(70, 33)",Science
90275982,No,Male,39,United States,Michigan,Unknown,White and gold,Sunday,Unknown,Unknown
90275983,No,Male,50,United States,Ma,Beer,White and gold,Sunday,"(74, 29)",Science
90275984,No,Male,32,United States,Colorado,Fast brake bars,Blue and black,Friday,"(82, 20)",Science
90275986,No,Female,60,United States,Massachusetts,almond joy,White and gold,Sunday,"(71, 31)",Science
90276002,No,Male,50,United States,New York,Unknown,Blue and black,Friday,"(68, 60)",Yahoo
90276005,No,Male,53,United States,KS,Those Italian hard candies filled with basically Alka Seltzer (zotz?),White and gold,Friday,"(63, 42)",Science
90276006,No,Male,37,United States,Washington,Unknown,White and gold,Friday,"(54, 30)",Science
90276013,No,Male,35,United States,Washington,Unknown,Blue and black,Sunday,"(67, 20)",Science
90276023,No,Male,44,United States,Michigan,Sex,White and gold,Friday,"(67, 11)",Science
90276027,Yes,Female,32,United States,Wisconsin,Unknown,White and gold,Friday,"(82, 11)",Science
90276042,Yes,Male,30,Canada,British Columbia,Crispy Crunch,White and gold,Friday,"(73, 23)",Science
90276043,No,Male,74,United States,Michigan,Midnight Milky Way Mounds,Blue and black,Sunday,"(66, 6)",Science
90276047,No,Female,46,United States,Washington,Unknown,Unknown,Friday,Unknown,Unknown
90276048,No,Female,43,United States,Unknown,Craft beer ,Unknown,Friday,"(67, 21)",Science
90276053,No,Male,46,United States,Oklahoma,Unknown,Blue and black,Friday,Unknown,Unknown
90276063,No,Female,19,France,Marne,"Fair trade chocolate, kinder bueno, caramel squares",White and gold,Friday,"(82, 32)",Science
90276066,No,Male,50,United States,Oregon,"Caramel m&ms, anything caramel",White and gold,Friday,"(77, 23)",Science
90276071,No,Male,60,Netherlands,Noord-Holland,Drop: Dutch Salty Licorice,White and gold,Friday,Unknown,Unknown
90276090,Yes,Female,30,United States,"Tennessee, Knox County","Actual caramel or otherwise candy coated apples, hot cocoa",Blue and black,Sunday,"(62, 21)",Science
90276093,No,Female,45,United States,"Henrico, VA",THE LIQUOR! Especially this year.,White and gold,Sunday,"(78, 30)",Science
90276094,No,Female,18,United States,Missouri,Blow pops,Blue and black,Friday,Unknown,Unknown
90276104,Yes,Female,53,United States,Texas,Unknown,Blue and black,Sunday,"(79, 22)",Science
90276106,No,Male,56,United States,Washington,Unknown,Blue and black,Friday,"(75, 30)",Science
90276108,Yes,Male,35,United States,Washington,Unknown,White and gold,Friday,"(73, 28)",Science
90276110,No,Male,64,United States,Unknown,Skybar,White and gold,Sunday,Unknown,Unknown
90276115,No,Male,46,United States,New York,"Three Musketeers Bars, Scotch, Hershey's Krackle bars",Blue and black,Friday,"(72, 18)",Science
90276119,No,Male,30,United States,Oregon,"Daim is the world's best candy. Also: Kinder Surprise, Kinder Bueno, Nerd Rope, After Eight, Pop Rocks, Fun Dip, Candy Cigarettes, Kasugai Japanese Gummy Candy, Halva, Warheads, Soda.",White and gold,Friday,"(81, 15)",Science
90276128,No,Male,43,United States,Maryland,Homemade cookies/brownies,White and gold,Sunday,"(72, 26)",Science
90276131,No,Female,38,United States,Washington,Unknown,White and gold,Sunday,"(72, 42)",Science
90276135,No,Female,53,Canada,British Columbia,Chocolate,Unknown,Friday,Unknown,Unknown
90276146,No,Male,36,United States,nyc,Bit O Honey Gobstoppers,White and gold,Sunday,Unknown,Unknown
90276149,No,Female,53,United States,AZ,"Candy buttons, Mounds and Almond Joy, Candy  cigarettes, Krabby Patties, any old fashioned non-chocolate candy",White and gold,Friday,"(78, 31)",Science
90276156,No,Female,56,United States,Washington,Unknown,White and gold,Friday,"(60, 4)",Science
90276161,No,Male,52,United States,Oregon,Callard and Bowser Butterscotch,White and gold,Friday,"(66, 11)",Science
90276165,No,Male,49,Canada,Ontario,hallowe'en kisses,White and gold,Friday,"(16, 74)",ESPN
90276169,No,Female,35,United States,Montana,Homemade popcorn balls,White and gold,Sunday,"(77, 30)",Science
90276175,No,Female,44,United States,Oklahoma,Unknown,Unknown,Friday,Unknown,Unknown
90276184,No,Female,61,United States,Illinois,Unknown,White and gold,Sunday,"(75, 25)",Science
90276192,No,Male,32,United States,Az,Unknown,Blue and black,Friday,"(68, 23)",Science
90276200,No,Male,38,United States,Texas,Almond Joy (duh) Almond Snickers Gluten free anything (Celiac) 5th Avenue Atkinson's Peanut Butter Bars (similar to Chick-O-Stick but they aren't as hard as granite and they look glorious),Blue and black,Friday,"(81, 31)",Science
90276202,No,Male,31,United States,Brooklyn,All da same candies but da ones made in da UK or dat dey sell in da UK.,Blue and black,Sunday,"(72, 30)",Science
90276206,No,Male,58,United States,Texas,Oatmeal Raisin Cookies,White and gold,Friday,"(74, 21)",Science
90276209,No,Male,43,United States,California,Unknown,White and gold,Friday,Unknown,Unknown
90276216,No,Female,38,United States,Minnesota,Unknown,White and gold,Sunday,"(76, 22)",Science
90276221,No,Female,32,United States,Illinois,Dark Chocolate variants or Milky Ways and Reeses Peanut Butter Cups,White and gold,Friday,"(65, 4)",Science
90276225,No,Male,64,Canada,Ontario,Almond Joy Bars,White and gold,Friday,"(25, 78)",ESPN
90276235,Yes,Female,36,United States,California,See's Candy milk chocolate caramels.  Caramel popcorn balls,White and gold,Friday,"(72, 9)",Science
90276236,Yes,Male,13,United States,California,Unknown,White and gold,Friday,"(47, 31)",Daily Dish
90276242,No,Other,33,United States,Maryland,Mini-bottles of liquor ,White and gold,Friday,"(71, 16)",Science
90276243,Yes,Female,63,United States,Carolina,Mini Almond Joys Mini Mounds bars,Blue and black,Sunday,"(72, 7)",Science
90276246,No,Female,38,United States,Pennsylvania,Unknown,White and gold,Sunday,"(74, 23)",Science
90276252,No,Male,32,United States,Ohio,Unknown,White and gold,Sunday,"(61, 5)",Science
90276260,No,Female,33,Canada,Ontario,AERO BAR CANS O' POP ,Blue and black,Friday,Unknown,Unknown
90276278,No,Female,36,United States,maine,Unknown,Blue and black,Friday,"(73, 43)",Science
90276284,Yes,Other,10,United States,Indiana,Comic books,Blue and black,Friday,"(79, 7)",Science
90276285,No,Female,37,United Kingdom,Greater London,Gummi bears,White and gold,Sunday,"(66, 18)",Science
90276286,No,Male,30,United States,New York,Unknown,White and gold,Friday,"(75, 38)",Science
90276305,No,Male,34,United States,California,Unknown,Blue and black,Sunday,"(79, 34)",Science
90276307,No,Female,37,United States,Connecticut,Stuffed toy bunnies!,Blue and black,Friday,"(66, 5)",Science
90276309,No,Male,43,United States,California,Unknown,White and gold,Friday,"(72, 27)",Science
90276317,No,Female,35,Canada,Ontario,Free Access to a reliable and affordable Dog Babysitter; Free trip to Paris; Tiffany lamp; de-kippling device; ,White and gold,Sunday,Unknown,Science
90276318,No,Female,53,United States,Ky,Unknown,White and gold,Friday,"(72, 27)",Science
90276329,No,Female,41,United States,Michigan,"Ice cream cones, wax lips or teeth",White and gold,Sunday,"(82, 24)",Science
90276335,No,Female,47,United States,New Orleans la ,"Gel filled starburst, those weird cow tail candies, weed",Blue and black,Friday,"(79, 27)",Science
90276343,No,Male,45,United States,California,"Almond Joy, Mounds Bar, hard candy that fizzes, Abba Zabba, Big Hunk",White and gold,Friday,"(22, 52)",ESPN
90276351,Yes,Male,43,Unknown,Unknown,Unknown,White and gold,Friday,Unknown,Unknown
90276357,No,Female,53,United States,Ohio,Clark Bars!,White and gold,Friday,"(75, 4)",Science
90276368,No,Male,63,United States,Illinois,chocolate frosted sugar bombs,White and gold,Sunday,"(78, 12)",Science
90276387,No,Male,54,United States,Washington,Unknown,White and gold,Sunday,"(75, 74)",Yahoo
90276388,No,Female,59,United States,Colorado,Unknown,Blue and black,Sunday,"(84, 5)",Science
90276391,No,I'd rather not say,44,United States,California,"Um... I was trying to think of an individually wrapped snack size portion of anything I would actually want. Trader Joe's sells tiny bags of green olives, maybe that. I prefer almost any other flavor to sweet. Also, you left out horehound drops. Those would be great if they weren't so sweet. ",Blue and black,Friday,"(57, 5)",Science
90276399,No,Female,45,United States,Nh,Milky way dark,White and gold,Friday,"(73, 27)",Science
90276410,No,Male,51,United States,California,Unknown,White and gold,Friday,Unknown,Unknown
90276431,No,I'd rather not say,25,United States,California,Unknown,Unknown,Friday,Unknown,Unknown
90276440,No,Male,36,United States,California,Unknown,White and gold,Sunday,"(85, 26)",Science
90276441,No,Male,50,United States,Washington,Can of soda,White and gold,Friday,"(77, 24)",Science
90276447,Yes,Male,12,United States,NH,Candy corn pumpkins,White and gold,Sunday,"(25, 73)",ESPN
90276452,Yes,Other,40,United States,Massachusetts,Charleston chews,White and gold,Sunday,"(80, 24)",Science
90276456,No,Male,52,United States,Arizona,Unknown,Blue and black,Friday,"(35, 71)",ESPN
90276458,No,Female,53,United States,Oklahoma,Unknown,Blue and black,Friday,"(73, 33)",Science
90276462,No,Female,43,United States,Oregon,"Vampire teeth, Warheads, Actual non-religious comic books",Blue and black,Friday,"(74, 41)",Science
90276463,No,Female,65,United States,California,Truffles,White and gold,Sunday,"(54, 4)",Science
90276469,No,I'd rather not say,43,Unknown,A,A,Blue and black,Friday,"(71, 20)",Science
90276470,No,Male,64,United States,ri,Unknown,White and gold,Friday,"(68, 27)",Science
90276474,No,Male,44,United States,Co,Unknown,Unknown,Friday,Unknown,Unknown
90276477,Yes,Female,30,United States,Carolina,Unknown,Blue and black,Friday,"(70, 26)",Science
90276483,No,Male,51,United States,"Kalamazoo County, MI",Sno Caps Zotz,White and gold,Friday,"(81, 23)",Science
90276487,No,Male,44,United States,Oregon,ORGASM,White and gold,Friday,"(84, 34)",Science
90276491,No,Male,44,United States,Wi,"Red vines, fruit stripe gum",White and gold,Friday,"(84, 70)",Yahoo
90276494,No,Female,58,United States,RI,"Any form of high quality chocolate (I know it's on the list, but it bears repeating)",White and gold,Sunday,"(77, 27)",Science
90276501,No,Female,38,United States,Minnesota,Unknown,White and gold,Friday,"(73, 31)",Science
90276508,Yes,Male,42,United States,California,Unknown,White and gold,Friday,"(82, 34)",Science
90276511,No,Male,52,United States,AZ,Unknown,White and gold,Friday,"(75, 30)",Science
90276514,No,Male,42,Canada,Ontario,Crunchy bar/skor bar/crispy crunch,Blue and black,Sunday,"(66, 21)",Science
90276515,No,Male,55,United States,Illinois,Zotz ,White and gold,Friday,"(73, 6)",Science
90276516,No,Female,35,United States,California,Ghirardelli Chocolate ,Blue and black,Sunday,Unknown,Unknown
90276518,No,Male,36,United States,California,Unknown,Blue and black,Friday,"(83, 29)",Science
90276525,No,Female,53,United States,wv,Unknown,Blue and black,Sunday,"(59, 2)",Science
90276526,No,Female,55,United States,Pennsylvania,AirHeads,White and gold,Friday,"(77, 31)",Science
90276528,No,Male,57,United States,Pennsylvania,Unknown,Blue and black,Sunday,"(29, 54)",ESPN
90276530,No,Male,43,Unknown,Unknown,A box of Hot Tamales,Blue and black,Sunday,"(77, 20)",Science
90276547,No,I'd rather not say,30,United States,Ny,Anything quality chocolate,White and gold,Sunday,"(79, 34)",Science
90276548,No,Female,27,United States,"ulster county, NY",Alcohol nips. ,Blue and black,Friday,"(57, 4)",Science
90276552,No,Male,31,United States,Pennsylvania,Unknown,White and gold,Friday,"(80, 31)",Science
90276563,No,Male,32,United States,"NJ, Gloucester",Grenada Chocolate Company bar,White and gold,Friday,"(82, 36)",Science
90276566,No,Male,54,United States,Georgia,Unknown,Unknown,Friday,Unknown,Unknown
90276577,Yes,Male,45,United States,Mi,Boobies,Blue and black,Friday,"(78, 33)",Science
90276583,No,Male,15,United States,Illinois,"Math and sciences, technology, the girl I like (with out her boy friend), soccer, running. ",Blue and black,Friday,"(78, 21)",Science
90276584,No,Female,38,Canada,Ontario,Unknown,Blue and black,Friday,"(59, 15)",Science
90276596,No,Female,32,United States,California,caramel cubes Bit O Honey!,Blue and black,Sunday,"(67, 5)",Science
90276597,No,Female,47,United States,Minnesota,Mini cans of pop,White and gold,Sunday,"(59, 26)",Science
90276600,No,Female,41,United States,Texas,Kittens,White and gold,Friday,"(83, 17)",Science
90276608,No,Male,50,Canada,NS,Unknown,White and gold,Sunday,"(86, 37)",Science
90276630,Yes,Female,11,United States,Oregon,MINT ANYTHING,Blue and black,Friday,"(19, 33)",Daily Dish
90276636,Yes,Female,28,United States,Illinois,Unknown,White and gold,Friday,"(61, 36)",Science
90276641,No,Male,34,United States,Illinois,Unknown,White and gold,Friday,"(61, 42)",Science
90276642,Yes,Male,44,United States,Wisconsin,Unknown,Blue and black,Friday,"(77, 9)",Science
90276644,No,Male,48,United States,Pennsylvania,Unknown,Blue and black,Sunday,"(78, 37)",Science
90276670,No,Female,35,United States,Ohio,Unknown,White and gold,Friday,"(81, 27)",Science
90276671,No,Female,56,United States,tn,Unknown,Unknown,Friday,"(78, 37)",Science
90276673,No,Female,31,United States,Oregon,Unknown,Blue and black,Sunday,"(80, 31)",Science
90276680,No,Male,52,United States,MS,Payday...and the candy bar too,White and gold,Friday,"(81, 28)",Science
90276682,No,Female,50,United States,Maine,Popcorn ball,White and gold,Sunday,Unknown,Unknown
90276686,No,Female,12,United States,Pennsylvania,A horse,White and gold,Sunday,"(74, 46)",Science
90276688,No,Male,55,United States,Washington,Unknown,White and gold,Friday,"(63, 6)",Science
90276694,No,Female,40,United States,Oregon,Unknown,White and gold,Sunday,"(85, 27)",Science
90276699,No,Other,37,United States,Oregon,Unknown,Unknown,Friday,Unknown,Unknown
90276700,No,Male,56,United States,Georgia,"Almond Joy, Mounds Bar",Blue and black,Sunday,"(77, 20)",Science
90276701,No,Male,34,United States,Unknown,Loose cigarettes ,White and gold,Friday,"(78, 24)",Science
90276704,No,Female,43,United States,New Mexico,"Popcorn ball, toffee, nilla wafer, milk duds, rice crispy treat",White and gold,Sunday,"(68, 27)",Science
90276709,Yes,Male,43,United States,Oregon,Chocolate expect heath,Blue and black,Friday,"(37, 17)",Daily Dish
